,userCode,project_id,requestedDevice,userAgent,pageReferrer,year,month,day,hour
16513,ffe6d194-c667-44b6-fd54-717c90b0777f,8955,Mobile,iPhone,Google,2018,1,2,10
16516,36fd4688-0e50-125c-8c02-b8b5c7cae596,2523,Mobile,Android,HomeWebsite,2018,1,2,10
16517,5c1b8aae-d1d1-0231-67cf-a41deb42d421,5421,Mobile,iPhone,Google,2018,1,2,10
16518,36fd4688-0e50-125c-8c02-b8b5c7cae596,2523,Mobile,Android,HomeWebsite,2018,1,2,10
16519,1411472f-3229-9317-3ae3-bbae8e5d3f3d,8913,Mobile,iPad,Google,2018,1,2,10
16520,ecd588eb-8330-bdaf-0ab4-bec5899ba4ca,3649,Mobile,iPhone,HomeWebsite,2018,1,2,10
16521,31d8f5c3-ebe3-3496-0ce4-ed166d1b38a0,3034,Mobile,Android,HomeWebsite,2018,1,2,10
16523,07d8b3a3-9078-353c-56de-ca4de96db861,5039,Mobile,iPhone,HomeWebsite,2018,1,2,10
16524,ffe6d194-c667-44b6-fd54-717c90b0777f,8955,Mobile,iPhone,Google,2018,1,2,10
16527,5c00f617-0864-3c2e-8c73-7597ad4bdb32,7694,Mobile,iPhone,HomeWebsite,2018,1,2,10
16528,4931541a-e7b9-18da-45d7-814af41d21be,6335,Mobile,iPhone,HomeWebsite,2018,1,2,10
16530,9c87e177-900e-9308-a3df-38e0534cbd7e,7514,Mobile,Android,Google,2018,1,2,10
16536,36fd4688-0e50-125c-8c02-b8b5c7cae596,5764,Mobile,Android,HomeWebsite,2018,1,2,10
16539,07d8b3a3-9078-353c-56de-ca4de96db861,5039,Mobile,iPhone,HomeWebsite,2018,1,2,10
16540,5c00f617-0864-3c2e-8c73-7597ad4bdb32,8195,Mobile,iPhone,HomeWebsite,2018,1,2,10
16543,6083ff7f-e33c-160c-0aa5-44d0e08e8a5a,4856,Mobile,Android,Google,2018,1,2,10
16544,36fd4688-0e50-125c-8c02-b8b5c7cae596,2097,Mobile,Android,HomeWebsite,2018,1,2,10
16545,d2c961e1-edc3-1443-8de8-43804b0d2725,1782,Mobile,iPad,Google,2018,1,2,10
16547,31d8f5c3-ebe3-3496-0ce4-ed166d1b38a0,4970,Mobile,Android,HomeWebsite,2018,1,2,10
16551,38b0c988-47eb-b579-858c-21d19e9e46bf,5334,Mobile,iPhone,Google,2018,1,2,10
16554,3742ddc9-f427-da30-71ed-b45ba56719b7,9317,Mobile,Android,HomeWebsite,2018,1,2,10
16560,3742ddc9-f427-da30-71ed-b45ba56719b7,3881,Mobile,Android,HomeWebsite,2018,1,2,10
16562,bd557ac6-d224-e08b-c578-036e8c385cf2,7543,Mobile,Android,Google,2018,1,2,10
16563,0bee5748-c048-3f4d-86b4-7e1c610c339b,6041,Mobile,iPhone,Other_PageReferer,2018,1,2,10
16567,31d8f5c3-ebe3-3496-0ce4-ed166d1b38a0,3034,Mobile,Android,HomeWebsite,2018,1,2,10
16572,3742ddc9-f427-da30-71ed-b45ba56719b7,3881,Mobile,Android,HomeWebsite,2018,1,2,10
16575,31d8f5c3-ebe3-3496-0ce4-ed166d1b38a0,3034,Mobile,Android,HomeWebsite,2018,1,2,10
16576,1cc8412e-9b7d-a75b-1a1a-cccac9f20996,6060,Mobile,Android,Other_PageReferer,2018,1,2,10
16578,ac3c4556-e800-db03-7174-485557bf9595,8528,Mobile,iPhone,Google,2018,1,2,10
16583,f398b1f9-262e-a354-eff5-69817d35e657,3230,Desktop,Windows,Google,2018,1,2,10
16586,0a272cab-c354-d119-0e10-c7dcba2043d3,5283,Mobile,iPad,Other_PageReferer,2018,1,2,10
16587,4d0aa170-e3c0-5042-d42a-2688cef93546,8747,Desktop,Windows,Google,2018,1,2,10
16588,866ea211-43b1-02cc-ce82-fd6932fbde7d,7146,Mobile,iPhone,Google,2018,1,2,10
16595,78e059d7-2fb3-2eeb-a9aa-3619efcf45bc,4904,Mobile,iPhone,HomeWebsite,2018,1,2,10
16604,707f0e63-c115-a380-bf51-83199cdc7aba,8112,Mobile,Android,Google,2018,1,2,10
16605,581c5e23-9ba6-8d87-5d91-31790520aa77,8970,Desktop,Windows,HomeWebsite,2018,1,2,10
16606,b8be3aad-e76b-d0dc-91cc-a14669d0bd89,5692,Desktop,Windows,HomeWebsite,2018,1,2,10
16613,707f0e63-c115-a380-bf51-83199cdc7aba,8112,Mobile,Android,Google,2018,1,2,10
16614,581c5e23-9ba6-8d87-5d91-31790520aa77,3151,Desktop,Windows,HomeWebsite,2018,1,2,10
16618,0a272cab-c354-d119-0e10-c7dcba2043d3,5283,Mobile,iPad,Other_PageReferer,2018,1,2,10
16620,4050a82e-8a36-c03e-c4c2-c6cadab98acb,8631,Mobile,iPhone,Facebook,2018,1,2,10
16621,581c5e23-9ba6-8d87-5d91-31790520aa77,4712,Desktop,Windows,HomeWebsite,2018,1,2,10
16622,0a272cab-c354-d119-0e10-c7dcba2043d3,5283,Mobile,iPad,Other_PageReferer,2018,1,2,10
16624,0a272cab-c354-d119-0e10-c7dcba2043d3,5283,Mobile,iPad,Other_PageReferer,2018,1,2,10
16626,78e059d7-2fb3-2eeb-a9aa-3619efcf45bc,3426,Mobile,iPhone,HomeWebsite,2018,1,2,10
16627,9ec98034-8511-a504-c049-48884e3e5948,7972,Mobile,iPhone,Google,2018,1,2,10
16628,8d7dd74f-367b-f31a-b187-a7f3d01ff81e,5634,Mobile,Android,Google,2018,1,2,10
16631,78e059d7-2fb3-2eeb-a9aa-3619efcf45bc,4904,Mobile,iPhone,HomeWebsite,2018,1,2,10
16634,fae117a0-0323-f157-76ec-7046e5c1270a,3804,Mobile,iPhone,Google,2018,1,2,10
16638,0a13fabc-4e8e-9191-37a0-61da00b373f0,7694,Mobile,Android,HomeWebsite,2018,1,2,10
16641,037949e0-ab49-b2e8-51cb-f126d6031cde,7973,Mobile,Android,Facebook,2018,1,2,10
16644,8d7dd74f-367b-f31a-b187-a7f3d01ff81e,5634,Mobile,Android,HomeWebsite,2018,1,2,11
16646,037949e0-ab49-b2e8-51cb-f126d6031cde,7973,Mobile,Android,HomeWebsite,2018,1,2,11
16648,0a272cab-c354-d119-0e10-c7dcba2043d3,5283,Mobile,iPad,HomeWebsite,2018,1,2,11
16649,9e174a50-42d1-cc89-fc81-c13a7d1fd19e,2282,Mobile,iPhone,Google,2018,1,2,11
16652,5688bee8-4c0e-7bb3-6948-232eec4a945d,9231,Mobile,iPhone,HomeWebsite,2018,1,2,11
16654,6d81869d-0ebe-147c-437a-a2ece1110273,4679,Mobile,iPhone,HomeWebsite,2018,1,2,11
16655,9e174a50-42d1-cc89-fc81-c13a7d1fd19e,2282,Mobile,iPhone,Google,2018,1,2,11
16656,581c5e23-9ba6-8d87-5d91-31790520aa77,8133,Desktop,Windows,HomeWebsite,2018,1,2,11
16657,2666b421-ec62-5811-9445-ab9912d7e569,8631,Mobile,Android,HomeWebsite,2018,1,2,11
16658,0a272cab-c354-d119-0e10-c7dcba2043d3,4521,Mobile,iPad,HomeWebsite,2018,1,2,11
16660,8f770f55-8ed1-85fb-f868-f3cbda6cb4df,6380,Mobile,Android,Google,2018,1,2,11
16663,0a272cab-c354-d119-0e10-c7dcba2043d3,4521,Mobile,iPad,HomeWebsite,2018,1,2,11
16667,9e174a50-42d1-cc89-fc81-c13a7d1fd19e,4370,Mobile,iPhone,HomeWebsite,2018,1,2,11
16669,6d81869d-0ebe-147c-437a-a2ece1110273,9250,Mobile,iPhone,HomeWebsite,2018,1,2,11
16670,1e624e29-050b-9247-2257-636b2b8d0132,4470,Mobile,Android,HomeWebsite,2018,1,2,11
16672,0a13fabc-4e8e-9191-37a0-61da00b373f0,7694,Mobile,Android,HomeWebsite,2018,1,2,11
16674,581c5e23-9ba6-8d87-5d91-31790520aa77,8133,Desktop,Windows,HomeWebsite,2018,1,2,11
16675,8cfe3160-8720-e151-8350-9cd22e373193,7856,Mobile,Android,Google,2018,1,2,11
16676,307a7eb3-830c-5924-f3c0-5bb7051b2906,6208,Mobile,iPad,Google,2018,1,2,11
16680,8cfe3160-8720-e151-8350-9cd22e373193,7856,Mobile,Android,Google,2018,1,2,11
16681,0a13fabc-4e8e-9191-37a0-61da00b373f0,7694,Mobile,Android,HomeWebsite,2018,1,2,11
16684,daa70a5b-1770-7aa2-5241-3229e8329e91,6454,Mobile,Android,Other_PageReferer,2018,1,2,11
16685,daa70a5b-1770-7aa2-5241-3229e8329e91,6454,Mobile,Android,Other_PageReferer,2018,1,2,11
16686,307a7eb3-830c-5924-f3c0-5bb7051b2906,6208,Mobile,iPad,Google,2018,1,2,11
16688,581c5e23-9ba6-8d87-5d91-31790520aa77,8087,Desktop,Windows,HomeWebsite,2018,1,2,11
16691,daa70a5b-1770-7aa2-5241-3229e8329e91,6454,Mobile,Android,Other_PageReferer,2018,1,2,11
16693,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,3528,Desktop,Windows,Google,2018,1,2,11
16694,0a13fabc-4e8e-9191-37a0-61da00b373f0,4715,Mobile,Android,HomeWebsite,2018,1,2,11
16695,30b8aa8e-b3f8-1d01-d8a4-c09522008801,4201,Mobile,Android,HomeWebsite,2018,1,2,11
16696,3465c54c-c492-2c74-98c9-fdf12765c0da,8370,Mobile,Android,Other_PageReferer,2018,1,2,11
16698,00fc4fef-f945-e5d2-e25d-fa1b39d25aae,4458,Mobile,Android,Google,2018,1,2,11
16708,05e91f33-a92b-3b92-99aa-8e2eff51a613,5323,Desktop,Windows,Google,2018,1,2,11
16709,0a13fabc-4e8e-9191-37a0-61da00b373f0,4715,Mobile,Android,HomeWebsite,2018,1,2,11
16710,05e91f33-a92b-3b92-99aa-8e2eff51a613,5323,Desktop,Windows,Google,2018,1,2,11
16717,59feaaf5-33fd-845a-fd24-01254d2a76f0,5602,Mobile,Android,Google,2018,1,2,11
16718,8cbe50c0-33ef-37c8-38f6-181faf120ed1,291,Mobile,Android,HomeWebsite,2018,1,2,11
16720,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16721,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,3528,Desktop,Windows,Google,2018,1,2,11
16723,9d752f76-4a40-a1c7-e1e1-0d644accb689,9263,Mobile,Android,HomeWebsite,2018,1,2,11
16724,0a13fabc-4e8e-9191-37a0-61da00b373f0,2083,Mobile,Android,HomeWebsite,2018,1,2,11
16727,23503dff-e13e-60cb-ffea-1ffbbe905d63,5435,Mobile,iPhone,Google,2018,1,2,11
16728,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16729,64e3d95f-b07f-1c5e-28f0-154416d6fe3a,8002,Desktop,Windows,HomeWebsite,2018,1,2,11
16733,5f1e45de-66f5-3230-9e5c-e9357363a381,9133,Desktop,Windows,HomeWebsite,2018,1,2,11
16735,05e91f33-a92b-3b92-99aa-8e2eff51a613,5323,Desktop,Windows,Google,2018,1,2,11
16736,581c5e23-9ba6-8d87-5d91-31790520aa77,6335,Desktop,Windows,HomeWebsite,2018,1,2,11
16740,05e91f33-a92b-3b92-99aa-8e2eff51a613,5323,Desktop,Windows,Google,2018,1,2,11
16741,05e91f33-a92b-3b92-99aa-8e2eff51a613,5323,Desktop,Windows,Google,2018,1,2,11
16743,df1caf8c-4bd8-fd57-204b-595cb4f7cdc5,6506,Mobile,Android,HomeWebsite,2018,1,2,11
16744,8810ad02-13bf-75f6-b204-cd048f312d22,4288,Desktop,Windows,HomeWebsite,2018,1,2,11
16746,3e822466-b7ae-ec75-8ac7-d82449ba7536,4478,Desktop,Windows,HomeWebsite,2018,1,2,11
16749,4859f3cd-1824-4770-f7dc-5f329836a5fc,9317,Mobile,iPhone,Facebook,2018,1,2,11
16751,0a13fabc-4e8e-9191-37a0-61da00b373f0,8544,Mobile,Android,HomeWebsite,2018,1,2,11
16755,df1caf8c-4bd8-fd57-204b-595cb4f7cdc5,6506,Mobile,Android,HomeWebsite,2018,1,2,11
16756,2f6a9076-f119-6bb7-8934-453bae29941a,8781,Desktop,Android,Google,2018,1,2,11
16758,41848af1-3aa5-4e0f-2e67-176be32b38e5,9263,Desktop,Windows,HomeWebsite,2018,1,2,11
16761,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16764,8810ad02-13bf-75f6-b204-cd048f312d22,8276,Desktop,Windows,HomeWebsite,2018,1,2,11
16765,bc4f04ed-cd21-414c-d1ce-614894dc9fca,5666,Mobile,iPhone,Google,2018,1,2,11
16767,581c5e23-9ba6-8d87-5d91-31790520aa77,8133,Desktop,Windows,HomeWebsite,2018,1,2,11
16769,5688bee8-4c0e-7bb3-6948-232eec4a945d,6576,Mobile,iPhone,HomeWebsite,2018,1,2,11
16771,2f6a9076-f119-6bb7-8934-453bae29941a,5512,Desktop,Android,HomeWebsite,2018,1,2,11
16773,3e822466-b7ae-ec75-8ac7-d82449ba7536,5056,Desktop,Windows,HomeWebsite,2018,1,2,11
16774,5688bee8-4c0e-7bb3-6948-232eec4a945d,6576,Mobile,iPhone,HomeWebsite,2018,1,2,11
16776,0a0b86be-2b38-a5a9-7f1c-dc677ff874a7,6887,Mobile,iPhone,Google,2018,1,2,11
16777,2f6a9076-f119-6bb7-8934-453bae29941a,8781,Desktop,Android,Google,2018,1,2,11
16778,df1caf8c-4bd8-fd57-204b-595cb4f7cdc5,7694,Mobile,Android,HomeWebsite,2018,1,2,11
16779,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,4282,Desktop,Windows,HomeWebsite,2018,1,2,11
16783,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16787,8810ad02-13bf-75f6-b204-cd048f312d22,5917,Desktop,Windows,HomeWebsite,2018,1,2,11
16788,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16789,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16791,581c5e23-9ba6-8d87-5d91-31790520aa77,5360,Desktop,Windows,HomeWebsite,2018,1,2,11
16793,df1caf8c-4bd8-fd57-204b-595cb4f7cdc5,7694,Mobile,Android,HomeWebsite,2018,1,2,11
16805,fb268466-b038-54d0-468d-7e1f2e50ccaa,9187,Desktop,Windows,HomeWebsite,2018,1,2,11
16806,bc4f04ed-cd21-414c-d1ce-614894dc9fca,5666,Mobile,iPhone,HomeWebsite,2018,1,2,11
16812,2f6a9076-f119-6bb7-8934-453bae29941a,8781,Desktop,Android,Google,2018,1,2,11
16819,8cbe50c0-33ef-37c8-38f6-181faf120ed1,291,Mobile,Android,HomeWebsite,2018,1,2,11
16820,2666b421-ec62-5811-9445-ab9912d7e569,4423,Mobile,Android,HomeWebsite,2018,1,2,11
16823,bc11781f-e5b4-bb23-0cf7-751a465f474e,7013,Mobile,iPhone,Google,2018,1,2,11
16825,fb268466-b038-54d0-468d-7e1f2e50ccaa,9187,Desktop,Windows,HomeWebsite,2018,1,2,11
16829,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,5448,Mobile,iPhone,HomeWebsite,2018,1,2,11
16830,5688bee8-4c0e-7bb3-6948-232eec4a945d,9262,Mobile,iPhone,HomeWebsite,2018,1,2,11
16836,8810ad02-13bf-75f6-b204-cd048f312d22,8276,Desktop,Windows,HomeWebsite,2018,1,2,11
16841,581c5e23-9ba6-8d87-5d91-31790520aa77,2800,Desktop,Windows,HomeWebsite,2018,1,2,11
16844,5688bee8-4c0e-7bb3-6948-232eec4a945d,9262,Mobile,iPhone,HomeWebsite,2018,1,2,11
16846,e73021ef-fc0e-27b9-7057-3a23b1d63e75,5448,Mobile,iPhone,Other_PageReferer,2018,1,2,11
16848,72bd11b1-1880-2468-a691-78a33f0b3f64,8993,Desktop,Other_OS,Google,2018,1,2,11
16849,4533cef0-6c30-6b6f-f82b-bedcf507a6b0,6208,Mobile,iPad,Google,2018,1,2,11
16850,8810ad02-13bf-75f6-b204-cd048f312d22,8276,Desktop,Windows,HomeWebsite,2018,1,2,11
16851,8cbe50c0-33ef-37c8-38f6-181faf120ed1,5673,Mobile,Android,HomeWebsite,2018,1,2,11
16852,5688bee8-4c0e-7bb3-6948-232eec4a945d,9262,Mobile,iPhone,HomeWebsite,2018,1,2,11
16854,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,9132,Mobile,Android,HomeWebsite,2018,1,2,11
16856,4533cef0-6c30-6b6f-f82b-bedcf507a6b0,6208,Mobile,iPad,Google,2018,1,2,11
16858,23503dff-e13e-60cb-ffea-1ffbbe905d63,5435,Mobile,iPhone,Google,2018,1,2,11
16860,5688bee8-4c0e-7bb3-6948-232eec4a945d,9262,Mobile,iPhone,HomeWebsite,2018,1,2,11
16861,3f0b3f64-468d-8411-efee-debb3facd532,8972,Desktop,Other_OS,Google,2018,1,2,11
16862,3f0b3f64-468d-8411-efee-debb3facd532,8972,Desktop,Other_OS,Google,2018,1,2,11
16863,581c5e23-9ba6-8d87-5d91-31790520aa77,4423,Desktop,Windows,HomeWebsite,2018,1,2,11
16866,57376356-e1e5-d3c5-264b-f43ba7f332c1,5858,Mobile,Android,Facebook,2018,1,2,11
16868,70fe380e-8485-b226-366e-13c99ad4093d,3582,Mobile,Android,Google,2018,1,2,11
16869,3e822466-b7ae-ec75-8ac7-d82449ba7536,5056,Desktop,Windows,HomeWebsite,2018,1,2,11
16871,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,8659,Mobile,iPhone,HomeWebsite,2018,1,2,11
16873,8cbe50c0-33ef-37c8-38f6-181faf120ed1,1951,Mobile,Android,HomeWebsite,2018,1,2,11
16874,70fe380e-8485-b226-366e-13c99ad4093d,3582,Mobile,Android,HomeWebsite,2018,1,2,11
16875,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,5491,Desktop,Windows,HomeWebsite,2018,1,2,11
16876,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,5968,Mobile,iPhone,HomeWebsite,2018,1,2,11
16878,cfe9b12f-4373-c3ef-9778-e7be00e2625b,2952,Desktop,Windows,Google,2018,1,2,11
16879,2666b421-ec62-5811-9445-ab9912d7e569,4423,Mobile,Android,HomeWebsite,2018,1,2,11
16881,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,6381,Mobile,iPhone,HomeWebsite,2018,1,2,11
16882,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,9108,Mobile,Android,HomeWebsite,2018,1,2,11
16886,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,5491,Desktop,Windows,HomeWebsite,2018,1,2,11
16887,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,6381,Mobile,iPhone,HomeWebsite,2018,1,2,11
16891,8cbe50c0-33ef-37c8-38f6-181faf120ed1,1951,Mobile,Android,HomeWebsite,2018,1,2,11
16892,fc2a276c-1c10-d22d-deea-ea669ec199ac,3839,Mobile,Android,Google,2018,1,2,11
16895,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,5448,Mobile,iPhone,HomeWebsite,2018,1,2,11
16902,fafe5ba9-aa2c-84cd-acd9-6ffd3b5f8a75,5974,Mobile,Android,Google,2018,1,2,11
16905,8cbe50c0-33ef-37c8-38f6-181faf120ed1,291,Mobile,Android,HomeWebsite,2018,1,2,11
16906,44039cbc-3e4e-89b7-3eda-ec7e3321fc9f,5519,Mobile,Android,Google,2018,1,2,11
16908,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,9108,Mobile,Android,HomeWebsite,2018,1,2,11
16912,8cbe50c0-33ef-37c8-38f6-181faf120ed1,4271,Mobile,Android,HomeWebsite,2018,1,2,11
16913,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,5968,Mobile,iPhone,HomeWebsite,2018,1,2,11
16914,44039cbc-3e4e-89b7-3eda-ec7e3321fc9f,5517,Mobile,Android,HomeWebsite,2018,1,2,11
16916,4e879836-b0e9-c0d2-3ed6-f80977a4a89a,7985,Mobile,iPad,HomeWebsite,2018,1,2,11
16919,6e49064d-6fde-6925-c774-f5589c8884a6,5679,Mobile,iPhone,Google,2018,1,2,11
16921,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,8072,Desktop,Windows,HomeWebsite,2018,1,2,11
16922,581c5e23-9ba6-8d87-5d91-31790520aa77,6324,Desktop,Windows,HomeWebsite,2018,1,2,11
16924,0878df47-6e79-7504-3633-8ba13c801430,5764,Mobile,Android,Facebook,2018,1,2,11
16925,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,8295,Mobile,Android,HomeWebsite,2018,1,2,11
16926,8cbe50c0-33ef-37c8-38f6-181faf120ed1,291,Mobile,Android,HomeWebsite,2018,1,2,11
16930,8cbe50c0-33ef-37c8-38f6-181faf120ed1,6139,Mobile,Android,HomeWebsite,2018,1,2,11
16931,22bea0d9-835b-dd15-337f-ee5897f39d74,5056,Mobile,Android,Google,2018,1,2,11
16932,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,9323,Mobile,iPhone,HomeWebsite,2018,1,2,11
16933,91a16fec-cd76-9217-54c9-e4d07b090657,4458,Mobile,iPhone,Other_PageReferer,2018,1,2,11
16934,2666b421-ec62-5811-9445-ab9912d7e569,4214,Mobile,Android,HomeWebsite,2018,1,2,11
16940,0c575028-f617-03ac-591e-df24c62ec9be,5485,Mobile,Android,HomeWebsite,2018,1,2,11
16941,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,3528,Desktop,Windows,Google,2018,1,2,11
16942,4e879836-b0e9-c0d2-3ed6-f80977a4a89a,5392,Mobile,iPad,HomeWebsite,2018,1,2,11
16943,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,9103,Mobile,iPhone,HomeWebsite,2018,1,2,11
16944,3f0b3f64-468d-8411-efee-debb3facd532,9094,Desktop,Other_OS,Google,2018,1,2,11
16945,3f0b3f64-468d-8411-efee-debb3facd532,9094,Desktop,Other_OS,Google,2018,1,2,11
16946,3f0b3f64-468d-8411-efee-debb3facd532,9094,Desktop,Other_OS,Google,2018,1,2,11
16949,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,3528,Desktop,Windows,Google,2018,1,2,11
16953,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,9250,Mobile,iPhone,HomeWebsite,2018,1,2,11
16954,74ecd513-8543-075d-1b68-c6246196c3f8,5548,Mobile,Android,Google,2018,1,2,11
16958,7e21d8c8-b13b-a74b-9845-5bdf5dc61800,7909,Mobile,iPhone,HomeWebsite,2018,1,2,11
16959,ca5522af-7993-8977-0be2-fb46046e4ecb,8470,Mobile,Android,Google,2018,1,2,11
16961,1ebc2b3c-c1ba-1ce4-45b7-1408705456cc,5678,Desktop,Macintosh,Other_PageReferer,2018,1,2,11
16962,faf284b0-008f-99f2-2ff5-d3a130f9f3fd,5858,Mobile,Android,Facebook,2018,1,2,11
16963,70fe380e-8485-b226-366e-13c99ad4093d,3582,Mobile,Android,Google,2018,1,2,11
16965,3656e746-e4cf-4f19-8ac5-07ac37d793e0,8796,Mobile,iPhone,Google,2018,1,2,11
16966,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,2768,Mobile,Android,HomeWebsite,2018,1,2,11
16969,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,8528,Desktop,Windows,HomeWebsite,2018,1,2,11
16973,99ab2cba-e76f-30d6-7b8b-145b49c74c81,3837,Mobile,Android,Google,2018,1,2,11
16975,faf284b0-008f-99f2-2ff5-d3a130f9f3fd,5858,Mobile,Android,HomeWebsite,2018,1,2,11
16976,ca5522af-7993-8977-0be2-fb46046e4ecb,6398,Mobile,Android,HomeWebsite,2018,1,2,11
16979,39c9d1f5-d441-2c12-2289-3110f01add23,7878,Mobile,Android,Google,2018,1,2,11
16983,70fe380e-8485-b226-366e-13c99ad4093d,3582,Mobile,Android,HomeWebsite,2018,1,2,11
16984,3656e746-e4cf-4f19-8ac5-07ac37d793e0,8796,Mobile,iPhone,Google,2018,1,2,11
16985,376f7b8a-107a-dfe0-4959-ace9877c04b2,6237,Mobile,Android,Google,2018,1,2,11
16986,ca5522af-7993-8977-0be2-fb46046e4ecb,8470,Mobile,Android,Google,2018,1,2,11
16987,74ecd513-8543-075d-1b68-c6246196c3f8,5548,Mobile,Android,Google,2018,1,2,11
16989,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,9318,Desktop,Windows,HomeWebsite,2018,1,2,11
16991,ca5522af-7993-8977-0be2-fb46046e4ecb,8471,Mobile,Android,HomeWebsite,2018,1,2,11
16992,39c9d1f5-d441-2c12-2289-3110f01add23,7878,Mobile,Android,Google,2018,1,2,11
16993,3656e746-e4cf-4f19-8ac5-07ac37d793e0,4866,Mobile,iPhone,HomeWebsite,2018,1,2,11
16996,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,2768,Mobile,Android,HomeWebsite,2018,1,2,11
16998,ca5522af-7993-8977-0be2-fb46046e4ecb,8471,Mobile,Android,HomeWebsite,2018,1,2,11
16999,ca5522af-7993-8977-0be2-fb46046e4ecb,8470,Mobile,Android,Google,2018,1,2,11
17002,74ecd513-8543-075d-1b68-c6246196c3f8,5548,Mobile,Android,Google,2018,1,2,11
17006,74ecd513-8543-075d-1b68-c6246196c3f8,8695,Mobile,Android,Google,2018,1,2,11
17014,376f7b8a-107a-dfe0-4959-ace9877c04b2,9267,Mobile,Android,HomeWebsite,2018,1,2,11
17016,4937b69f-06b9-0842-2b38-c5fcc6694139,6980,Mobile,Android,Google,2018,1,2,11
17018,ca5522af-7993-8977-0be2-fb46046e4ecb,8471,Mobile,Android,HomeWebsite,2018,1,2,11
17020,376f7b8a-107a-dfe0-4959-ace9877c04b2,9267,Mobile,Android,HomeWebsite,2018,1,2,11
17022,74ecd513-8543-075d-1b68-c6246196c3f8,8695,Mobile,Android,Google,2018,1,2,11
17025,30b8aa8e-b3f8-1d01-d8a4-c09522008801,5858,Mobile,Android,HomeWebsite,2018,1,2,11
17026,74ecd513-8543-075d-1b68-c6246196c3f8,8695,Mobile,Android,HomeWebsite,2018,1,2,11
17027,e8453f57-cb92-91a7-257b-3a8e75be97e7,7055,Mobile,Android,Google,2018,1,2,11
17033,30b8aa8e-b3f8-1d01-d8a4-c09522008801,6425,Mobile,Android,HomeWebsite,2018,1,2,11
17039,e8453f57-cb92-91a7-257b-3a8e75be97e7,7055,Mobile,Android,Google,2018,1,2,11
17041,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,8279,Mobile,Android,HomeWebsite,2018,1,2,11
17043,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,8104,Desktop,Windows,HomeWebsite,2018,1,2,11
17045,849745c7-90c9-035d-da04-ac9d733591e8,8425,Mobile,Android,Google,2018,1,2,11
17049,e8453f57-cb92-91a7-257b-3a8e75be97e7,7055,Mobile,Android,Google,2018,1,2,11
17053,3656e746-e4cf-4f19-8ac5-07ac37d793e0,8796,Mobile,iPhone,Google,2018,1,2,11
17060,8c3b5933-c15d-601d-f08d-a984db829d6a,2952,Desktop,Windows,HomeWebsite,2018,1,2,11
17061,18dab718-8ee6-ce7e-dc83-cef9d2e116fd,8104,Desktop,Windows,HomeWebsite,2018,1,2,11
17064,8c3b5933-c15d-601d-f08d-a984db829d6a,2952,Desktop,Windows,HomeWebsite,2018,1,2,11
17066,f6aa483a-35c8-dc9f-4b9f-4ecddca36483,8279,Mobile,Android,HomeWebsite,2018,1,2,11
17067,264aaf86-6417-4637-6cef-999e5292379a,6337,Mobile,Android,HomeWebsite,2018,1,2,11
17070,2e255302-8669-877d-cb1d-e95535bf4857,3820,Mobile,Android,Google,2018,1,2,11
17076,3b796a8f-780b-fc34-ad46-01208f97fa40,3053,Mobile,Android,HomeWebsite,2018,1,2,11
