project_id,district_id,province_id,project_status,landSize,starting_price_range,facility_1,facility_2,facility_3,facility_4,facility_5,facility_6
4434,5001.0,50.0,1,167.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4405,1046.0,10.0,1,29606.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
4027,1016.0,10.0,1,1905.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4029,1012.0,10.0,1,915.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4003,2001.0,20.0,1,189.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4201,1003.0,10.0,1,19058.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
4073,4001.0,40.0,1,1884.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4086,1014.0,10.0,1,998.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4076,1039.0,10.0,1,511.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4089,1039.0,10.0,0,983.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4040,2004.0,20.0,0,2400.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
3966,7604.0,76.0,1,4000.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4043,1039.0,10.0,0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4071,2004.0,20.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4166,1406.0,14.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
4173,8302.0,83.0,0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
4169,1203.0,12.0,1,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
3977,1028.0,10.0,1,2178.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4060,1103.0,11.0,1,9162.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
4066,1204.0,12.0,0,9731.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4063,1021.0,10.0,1,3200.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
4452,5014.0,50.0,1,23200.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4450,1306.0,13.0,0,17620.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4449,1204.0,12.0,1,6471.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4445,1009.0,10.0,0,200.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4453,5007.0,50.0,1,29200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4456,5001.0,50.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,5001.0,50.0,1,15361.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4187,2001.0,20.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4455,5001.0,50.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
4470,1204.0,12.0,1,17600.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4469,1206.0,12.0,1,64876.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4502,1038.0,10.0,0,4800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4085,1034.0,10.0,0,1781.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4211,7306.0,73.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4067,1030.0,10.0,0,3160.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4065,1033.0,10.0,1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4259,1011.0,10.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4478,1201.0,12.0,0,9021.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4064,1030.0,10.0,1,182.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4075,1004.0,10.0,1,441.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4227,1020.0,10.0,0,2368.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4205,2004.0,20.0,1,1470.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4202,1303.0,13.0,1,48095.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4214,1102.0,11.0,1,60800.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
4224,1035.0,10.0,0,1626.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4206,5001.0,50.0,1,1556.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4103,1201.0,12.0,1,611.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4074,2101.0,21.0,0,2800.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4585,2004.0,20.0,1,3200.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4118,2103.0,21.0,1,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4351,2001.0,20.0,1,546.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4117,7604.0,76.0,1,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4100,2001.0,20.0,1,2778.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4465,1302.0,13.0,0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
4479,5015.0,50.0,1,5496.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
3988,1033.0,10.0,0,2465.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
4271,1010.0,10.0,1,5537.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4112,1406.0,14.0,0,6959.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
4080,2007.0,20.0,1,370.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4091,1033.0,10.0,0,800.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4094,1024.0,10.0,0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4096,1017.0,10.0,0,859.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4480,5001.0,50.0,0,640.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4093,7707.0,77.0,0,1598.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4088,1015.0,10.0,1,1232.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
4109,2009.0,20.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4116,8302.0,83.0,1,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
4134,1048.0,10.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4101,8301.0,83.0,0,2000.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4570,1014.0,10.0,0,1477.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4119,3021.0,30.0,1,4671.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
4120,1007.0,10.0,1,411.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4461,2005.0,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,1206.0,12.0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4133,1022.0,10.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4189,2001.0,20.0,1,4800.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
4183,2307.0,23.0,1,2400.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4099,1006.0,10.0,0,3200.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4114,1027.0,10.0,1,1400.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4605,2009.0,20.0,1,34293.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
4339,1027.0,10.0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4353,2001.0,20.0,0,4400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4347,1005.0,10.0,1,4096.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4340,1027.0,10.0,1,5780.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4081,2001.0,20.0,0,2269.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4354,2001.0,20.0,0,6314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337,1306.0,13.0,0,29600.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
4266,2001.0,20.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4380,2401.0,24.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4603,1045.0,10.0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
4630,1201.0,12.0,0,1300.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4637,1048.0,10.0,1,75079.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4635,1010.0,10.0,1,25592.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4641,1044.0,10.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4650,1035.0,10.0,0,3988.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4649,1026.0,10.0,0,686.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
4121,3021.0,30.0,1,11524.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4640,1034.0,10.0,1,5200.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
4561,2002.0,20.0,0,871.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4552,1037.0,10.0,1,1727.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4236,3001.0,30.0,0,78800.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
4584,2004.0,20.0,1,2400.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4657,1202.0,12.0,0,24400.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
4598,2004.0,20.0,0,1600.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
4597,1012.0,10.0,0,6000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4606,1044.0,10.0,0,16594.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4611,1041.0,10.0,0,5510.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4595,8301.0,83.0,1,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4576,1047.0,10.0,1,7604.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4284,1034.0,10.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4256,3021.0,30.0,1,32800.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4406,5015.0,50.0,1,37846.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4610,1005.0,10.0,1,15920.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4255,2101.0,21.0,1,2088.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4226,1004.0,10.0,0,2359.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4658,1021.0,10.0,1,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4355,2005.0,20.0,1,24800.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
4357,2004.0,20.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,2001.0,20.0,1,349.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4290,1046.0,10.0,1,8532.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
4286,1032.0,10.0,1,14562.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
4282,1042.0,10.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4659,1017.0,10.0,1,222.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4509,4001.0,40.0,0,38800.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
4288,1023.0,10.0,1,16222.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4130,5001.0,50.0,1,745.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4521,2004.0,20.0,1,802.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4344,1206.0,12.0,0,20695.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4345,1204.0,12.0,1,4889.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4608,1039.0,10.0,1,1676.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4338,1102.0,11.0,0,38400.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4660,2106.0,21.0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
4280,1206.0,12.0,0,11707.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4403,5001.0,50.0,1,1546.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4666,1045.0,10.0,0,10506.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4661,3001.0,30.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4686,4101.0,41.0,0,1600.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4662,1029.0,10.0,1,3033.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4376,5015.0,50.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4378,1049.0,10.0,0,8000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4349,1027.0,10.0,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4390,5014.0,50.0,0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4374,5001.0,50.0,1,10000.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4464,8303.0,83.0,1,12867.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
4382,1043.0,10.0,1,42804.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4346,1011.0,10.0,1,11345.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4678,5001.0,50.0,1,1260.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4685,2004.0,20.0,1,7762.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4676,3021.0,30.0,0,4154.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4431,5019.0,50.0,1,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4412,5001.0,50.0,1,3026.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4363,2007.0,20.0,1,983.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4372,5015.0,50.0,1,16873.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4727,5013.0,50.0,1,5545.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
4136,2004.0,20.0,1,3200.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4366,1030.0,10.0,1,2400.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
4329,5001.0,50.0,0,9545.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
4375,5001.0,50.0,1,312.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4543,1049.0,10.0,0,491.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4519,1017.0,10.0,0,617.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4515,1038.0,10.0,1,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4538,1038.0,10.0,0,2800.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4513,1021.0,10.0,0,15396.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4511,1042.0,10.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4523,2101.0,21.0,1,4699.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4615,5001.0,50.0,1,10527.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4373,1005.0,10.0,1,9839.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
4524,1103.0,11.0,1,2095.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4335,4001.0,40.0,1,29600.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
4386,5007.0,50.0,1,20000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4312,1023.0,10.0,1,4765.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4423,1103.0,11.0,1,11134.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4413,5005.0,50.0,0,37600.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4458,7401.0,74.0,1,20333.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
4341,5701.0,57.0,0,2200.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4287,1024.0,10.0,0,18522.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4601,1206.0,12.0,0,38400.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4571,2004.0,20.0,1,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4749,5001.0,50.0,1,4400.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
4400,5001.0,50.0,1,6352.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
4392,1202.0,12.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4477,1301.0,13.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4370,1029.0,10.0,1,4755.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4010,5001.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388,5001.0,50.0,1,35400.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4764,5001.0,50.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4417,1206.0,12.0,1,3663.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
4399,1015.0,10.0,1,551.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4254,7707.0,77.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4460,2101.0,21.0,0,2825.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4396,5001.0,50.0,1,8996.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
4772,5001.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4776,1030.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4774,5001.0,50.0,0,376.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4614,1018.0,10.0,1,800.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4778,1049.0,10.0,1,1413.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4797,1306.0,13.0,0,15600.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4348,1032.0,10.0,0,7200.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4795,1203.0,12.0,0,7103.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4798,1302.0,13.0,1,12381.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
4796,1103.0,11.0,0,10213.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4799,1101.0,11.0,0,896.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4430,1204.0,12.0,1,10194.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
4462,2101.0,21.0,1,10822.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4410,5001.0,50.0,0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4536,1012.0,10.0,1,2634.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4525,1027.0,10.0,1,392.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
4616,1038.0,10.0,1,11200.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4528,1206.0,12.0,1,7266.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4623,1203.0,12.0,1,8045.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4622,1032.0,10.0,0,26400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4618,1206.0,12.0,0,15600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4350,1302.0,13.0,1,18885.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4530,2004.0,20.0,1,482.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4522,2007.0,20.0,1,2930.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4383,5001.0,50.0,1,479.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4447,2009.0,20.0,1,1598.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4457,1034.0,10.0,0,2407.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
4484,1036.0,10.0,0,13600.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4381,1203.0,12.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4428,5013.0,50.0,1,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4316,1034.0,10.0,0,20905.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
4323,1006.0,10.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4633,1019.0,10.0,0,31600.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
4586,1021.0,10.0,1,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4805,8302.0,83.0,1,15200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4802,1035.0,10.0,0,4800.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4627,1103.0,11.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4626,1027.0,10.0,0,6000.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4517,1046.0,10.0,1,16363.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4621,1049.0,10.0,0,7473.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4617,5013.0,50.0,1,5600.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4642,1032.0,10.0,0,6000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4672,3021.0,30.0,1,12000.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
4824,1202.0,12.0,1,12000.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
4416,1009.0,10.0,1,375.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4643,1032.0,10.0,1,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4634,1201.0,12.0,0,646.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4628,1202.0,12.0,1,10484.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
4539,5013.0,50.0,1,2740.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4629,1032.0,10.0,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4573,2004.0,20.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4549,5005.0,50.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4393,5014.0,50.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,2007.0,20.0,1,4600.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
4817,5019.0,50.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4583,5001.0,50.0,1,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4827,1022.0,10.0,0,15382.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4527,1030.0,10.0,0,605.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4529,1036.0,10.0,0,9711.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,1106.0,11.0,1,28400.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3961,1007.0,10.0,0,1695.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4575,2101.0,21.0,1,2707.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4310,1204.0,12.0,1,21048.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
4139,1106.0,11.0,1,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,1033.0,10.0,1,2505.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4838,1031.0,10.0,1,4579.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4540,5013.0,50.0,0,25741.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4840,5015.0,50.0,1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4837,1038.0,10.0,1,433.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4151,1201.0,12.0,1,1491.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4833,7707.0,77.0,0,1200.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
4138,1033.0,10.0,1,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
4646,3021.0,30.0,1,13600.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
4648,1021.0,10.0,1,37847.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4394,5014.0,50.0,0,23200.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4554,1009.0,10.0,1,2823.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4474,7707.0,77.0,1,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
4475,5001.0,50.0,1,12528.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4472,1306.0,13.0,1,39281.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4487,1021.0,10.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4486,1033.0,10.0,0,8800.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
4556,5001.0,50.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4395,5014.0,50.0,1,20000.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0
4547,5019.0,50.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
4537,5005.0,50.0,1,5248.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4466,1022.0,10.0,1,12000.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
4367,1206.0,12.0,0,9163.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0
4411,1045.0,10.0,1,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
3972,1014.0,10.0,1,582.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4443,1030.0,10.0,1,8698.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4454,5001.0,50.0,1,21404.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4669,1045.0,10.0,1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4397,5013.0,50.0,1,6877.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4419,5701.0,57.0,1,10000.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
4277,1106.0,11.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4471,1103.0,11.0,1,27150.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4638,1039.0,10.0,1,13045.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
4140,1201.0,12.0,1,558.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4159,1040.0,10.0,1,6400.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4162,1101.0,11.0,0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4014,1017.0,10.0,1,3315.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
4141,2004.0,20.0,1,569.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4468,5001.0,50.0,1,7200.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4420,1009.0,10.0,1,339.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
4459,2007.0,20.0,1,4761.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4483,3021.0,30.0,1,30000.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4467,5001.0,50.0,0,203.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
